"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",82,13.4888536585366,7.93847401469725,12.95,11.594
"Non-Fire Observations","NO2",7192,12.2978943628847,9.24426303946574,10.3779761904762,12.61875
