"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",11,12.5734545454545,11.957371394781,10.305,14.9035
"Non-Fire Observations","NO2",5326,11.850547212055,9.09993194238912,9.83875,12.3190670289855
