"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","PM10",106,22.6603773584906,36.2821973378924,16,13.75
"Non-Fire Observations","PM10",12080,18.7927152317881,15.043444987794,15,15
