"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",171,0.888239766081871,1.00236211951802,0.733,0.974
"Non-Fire Observations","SO2",4394,1.47272529953075,1.61115227431327,1.04347826086957,1.85340909090909
