"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",106,8.75724528301887,6.28463733667655,8.0965,8.9845
"Non-Fire Observations","NO2",1776,8.65825748657269,5.48678031934347,8.01041666666666,8.27503676470591
