"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",606,7.14566501650165,5.83433643227368,5.8515,8.487
"Non-Fire Observations","NO2",1182,8.75348276784567,5.49421251521251,8.025,8.24082553475935
