"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",147,0.0288707482993197,0.0118137788769733,0.031,0.016
"Non-Fire Observations","O3",17735,0.0249092798137133,0.0100937461407114,0.0241666666666667,0.0142223320158102
