"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","PM2.5",168,6.82364670658683,3.49612040072415,6.2,4.3875
"Non-Fire Observations","PM2.5",27951,9.48062797313155,10.3692771886452,6.216667,5.9791665
