"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","SO2",117,1.74988888888889,2.63650978724479,0.958,1.713
"Non-Fire Observations","SO2",13870,2.87440278299325,4.60077072225603,1.33333333333333,2.20833333333333
