"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",214,2.3081214953271,3.01783627276351,1.585,1.7875
"Non-Fire Observations","SO2",10064,2.8858402363726,4.79265409538194,1.29166666666667,2.32575757575758
