"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","Lead",168,0.0132916666666667,0.0160098600481851,0.008,0.007
"Non-Fire Observations","Lead",438,0.0203949771689498,0.031738370866189,0.009,0.019
