"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",171,8.12222807017544,11.1375128193246,2.321,7.42
"Non-Fire Observations","NO2",10164,8.95717776236595,10.5806126417427,4.16666666666667,12.0924056064073
