"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",129,7.83416279069767,9.57645684151266,3.333,7.657
"Non-Fire Observations","NO2",14088,9.19337520858894,10.7576023695565,4.17237318840579,12.8271739130435
