"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","PM10",82,25.0365853658537,17.6917677179656,19.5,19
"Non-Fire Observations","PM10",39457,21.2566338038878,28.6551802716299,17,15
