"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","CO",922,0.39072885032538,0.25299332477489,0.324,0.28375
"Non-Fire Observations","CO",3428,0.431682009083768,0.265837996602419,0.371895833333333,0.29215625
