"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",297,0.406430976430976,0.247189108829061,0.362,0.285
"Non-Fire Observations","CO",4746,0.431289807524216,0.265652151692617,0.365958333333333,0.291872752173913
