"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",267,1.18878651685393,1.53458488035217,0.804,0.9235
"Non-Fire Observations","SO2",3093,0.697889030938953,0.891177051487214,0.475,0.722727272727273
