"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",129,0.0437751937984496,0.0123606231576309,0.045,0.017
"Non-Fire Observations","O3",69589,0.0379239850209998,0.0123295177495114,0.0391666666666667,0.016125
