"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",171,0.0407543859649123,0.0106659668243068,0.041,0.0145
"Non-Fire Observations","O3",49371,0.0383188603410099,0.0122805350154571,0.039625,0.01609058
