"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",220,0.0335272727272727,0.0125131595321802,0.033,0.01725
"Non-Fire Observations","O3",350930,0.0300068861812552,0.0131411605246321,0.0292173913043478,0.0172
