"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",817,0.034515299877601,0.0140864826542346,0.035,0.019
"Non-Fire Observations","O3",251577,0.0303032682657357,0.0128285671619131,0.02983333,0.016762846
