"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","PM2.5",11,9.67309090909091,6.44302817710035,8.1,9.235
"Non-Fire Observations","PM2.5",14297,9.24823511890606,12.8984229199331,6.6,5.8
