"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",103,0.0327864077669903,0.0122519710182524,0.035,0.015
"Non-Fire Observations","O3",10168,0.0292901240365275,0.00871158298052633,0.030125,0.0112916666666667
