"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",1487,0.0266146603900471,0.011223839042665,0.026,0.015
"Non-Fire Observations","O3",7309,0.0300890858236421,0.00861990768493036,0.031125,0.011041667
