"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",156,0.0369423076923077,0.00893722940731121,0.036,0.014
"Non-Fire Observations","O3",35918,0.0337809768751879,0.0108265039259894,0.034416667,0.01558333
