"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",119,0.0340672268907563,0.0107889861389155,0.033,0.013
"Non-Fire Observations","O3",49806,0.0333188250915978,0.0108299400884751,0.0339166666666667,0.0155018382352941
