"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","SO2",79,0.952315789473684,1.09999886315731,0.5435,1.19175
"Non-Fire Observations","SO2",11666,1.18579769971227,2.65490167766596,0.3125,1.36818181818182
