"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",156,7.13315384615385,5.36177701182787,5.667,7.461
"Non-Fire Observations","NO2",14712,7.45386138090194,5.99313225394963,5.75,7.07575757575761
