"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","Lead",606,0.0093993399339934,0.0155867797201004,0.004,0.008
"Non-Fire Observations","Lead",161,0.00138509316770186,0.0024674432916514,0.001,0.002
