"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","Lead",106,0.0136698113207547,0.0258787361500898,0.005,0.007
"Non-Fire Observations","Lead",202,0.00124257425742574,0.00253445300739572,0,0.001
