"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",103,0.302126213592233,0.22620872192455,0.235,0.2555
"Non-Fire Observations","CO",7235,0.303553073784985,0.257029169590903,0.221739130434783,0.262243105731225
