"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","CO",1487,0.470563550773369,0.285868040956212,0.43,0.3845
"Non-Fire Observations","CO",5211,0.304565409200685,0.257866096129703,0.230434782608696,0.260697628458498
