"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",168,10.449622754491,7.99698220461474,8.408,10.939
"Non-Fire Observations","NO2",19224,11.4953065248342,10.8503036319134,8.08333333333333,13.5
