"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",922,0.958220865704772,0.957794568003741,0.862,0.987
"Non-Fire Observations","SO2",1617,1.07629165606543,0.594261898139951,1,0.616666666666663
