"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",147,0.61069387755102,0.289068191515117,0.557,0.4495
"Non-Fire Observations","CO",6065,0.399271863098186,0.290235197149269,0.30025,0.393374966666667
