"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","CO",267,0.536910112359551,0.306922070407735,0.476,0.3985
"Non-Fire Observations","CO",4463,0.390545909287095,0.279725632451076,0.295416666666667,0.380120833333334
