"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","Lead",171,0.0108888888888889,0.0124755970949617,0.008,0.0095
"Non-Fire Observations","Lead",578,0.00784809688581315,0.00907805387898556,0.005,0.007175
