unique_ID,Latitude,Longitude,Date,Year,State,Source,CO,CO_dist,CO_nobs,NO2,NO2_dist,NO2_nobs,O3,O3_dist,O3_nobs,SO2,SO2_dist,SO2_nobs,PM2.5,PM2.5_dist,PM2.5_daydiff,PM10,PM10_dist,PM10_daydiff,Lead,Lead_dist,Lead_daydiff,wind,wind_dist,tavg,tavg_dist,tmax,tmax_dist,tmin,tmin_dist,precip,precip_dist,PDSI,PM2.5_exc_val,PM2.5_exc_dist,PM2.5_exc_daydiff,PM10_exc_val,PM10_exc_dist,PM10_exc_daydiff,Lead_exc_val,Lead_exc_dist,Lead_exc_daydiff,CO_exc_val,CO_exc_dist,NO2_exc_val,NO2_exc_dist,O3_exc_val,O3_exc_dist,SO2_exc_val,SO2_exc_dist
1006,42.0579,-115.5204,2014-09-03,2014,ID,DOI,0.217,113.2361315,24,7.647,114.8716973,19,0.049,92.87465761,24,0.396,114.6732657,24,6.792,168.7008611,0,35,85.31289571,2,0,114.6732657,1,7.7,60.48537496,13.8,13.6674955,18.9,7.037307941,-0.6,7.037307941,0,7.037307941,-3.73,41.8,378.467,1,155,639.581,1,0.244,981.621,1,NA,NA,NA,NA,0.072,349.979,NA,NA
1123,36.6988,-118.9059,2012-11-14,2012,CA,DOI,0.705,45.73172371,22,24.261,33.19586611,23,0.043,11.51132464,24,0.9,48.49808884,23,9.5,33.19586611,0,40,33.19586611,0,0.004,48.49808884,3,0.5,45.4413808,9.9,2.68434971,14.4,2.68434971,7.2,2.68434971,0,4.236160747,-2.88,37,48.498,0,NA,NA,NA,0.166,190.527,2,NA,NA,NA,NA,NA,NA,NA,NA
1124,36.5576,-118.1249,2012-11-14,2012,CA,DOI,0.705,90.1619829,22,24.261,66.74424466,23,0.043,36.34651187,24,0.043,68.31291007,23,5.6,14.91411698,0,11,4.958875845,0,0.004,92.84630223,3,1.9,57.72746658,9.6,21.0712107,20,17.19891755,-1.7,17.19891755,0,17.19891755,-2.23,38.458,86.224,0,NA,NA,NA,0.166,176.511,2,NA,NA,NA,NA,NA,NA,NA,NA
1125,35.8027,-113.9619,2012-11-30,2012,AZ,DOI,0.033,65.62911766,24,1.375,69.15281012,24,0.032,51.02348913,24,0.746,66.77673997,24,3.2,35.90547632,1,15,30.40890434,1,0.001,66.77673997,1,4.5,37.7259657,10.9,9.512335175,13.9,9.512335175,8.3,9.512335175,0,16.05623504,-2.26,40.958,648.777,1,167,221.985,0,0.154,921.845,1,NA,NA,NA,NA,NA,NA,NA,NA
1126,35.0392,-108.3575,2012-12-31,2012,NM,DOI,0.264,96.30833192,14,11.5,100.5283879,18,0.031,88.32802979,20,0.681,100.5283879,21,1.2,84.21081459,2,5,108.4858297,0,0.051,100.5283879,2,4.4,41.08165805,-6.6,14.09540981,5.6,0.47618493,-6.7,0.47618493,8.6,0.47618493,-3.96,36.8,525.468,0,NA,NA,NA,NA,NA,NA,NA,NA,123.5,824.486,NA,NA,NA,NA
1127,34.1524,-107.871,2012-12-21,2012,NM,DOI,0.738,91.39736035,24,31.808,99.83282941,24,0.013,79.11968052,24,1.833,99.83282941,24,14.21,91.39736035,0,22,113.9230011,0,0.003,99.83282941,2,0,37.92713384,3.7,54.86155602,11.1,15.27996725,-17.8,15.27996725,0,0.88814809,-4.52,35.792,826.892,0,598,675.099,0,0.152,532.259,1,NA,NA,NA,NA,0.087,89.254,78,1017.637
1128,36.463,-116.8718,2012-12-14,2012,CA,DOI,0.323,99.25416967,22,2.727,56.56758506,22,0.035,3.426140013,24,0.938,102.3910535,24,1,55.60476827,0,4,54.52473832,0,0.004,102.3910535,3,4.3,48.15385985,-1.7,26.58833593,19.4,0.278148008,11.1,0.278148008,0,0.278148008,-2.05,41.458,441.337,0,151,366.782,1,0.247,231.76,0,NA,NA,NA,NA,NA,NA,93,420.398
1129,36.1281,-114.8764,2012-12-14,2012,NV,DOI,0.079,10.10260649,24,7.458,13.49667966,24,0.039,7.657566145,24,0.938,11.34295427,24,1.521,11.34295427,0,3,69.60763148,0,0.004,11.34295427,3,5.1,16.49910956,5.3,30.77535137,15,15.29432718,5,15.29432718,19.6,4.84689829,-0.4,41.458,540.442,0,151,271.754,1,0.247,248.24,0,NA,NA,NA,NA,NA,NA,93,317.617
1130,47.4618,-115.9264,2012-12-14,2012,ID,DOI,0.971,70.88064837,24,14.792,268.4483313,24,0.021,190.027515,24,0.426,190.027515,23,11.438,15.38993013,0,8,15.38993013,0,0,267.8534853,3,0,12.52726209,-4.1,3.345663075,0.6,0.962627144,-2.8,0.962627144,0,0.962627144,1.07,41.458,580.805,0,151,1020.819,1,0.247,993.935,0,NA,NA,NA,NA,NA,NA,93,1035.491
1131,44.73,-121.4,2012-12-31,2012,OR,DOI,0.596,79.11739768,24,14.312,79.11739768,24,0.013,79.11739768,24,1.254,79.11739768,24,24.4,40.44139731,2,12,216.8239184,2,0.003,79.11739768,2,1.4,35.23465701,-6.9,12.71926918,0,7.343861886,-10,7.343861886,0,7.343861886,-0.87,38.9,556.068,0,NA,NA,NA,NA,NA,NA,NA,NA,123.5,1233.047,NA,NA,NA,NA
1132,36.1501,-113.4588,2012-12-31,2012,AZ,DOI,0.588,89.23078332,24,23.478,218.6873203,23,0.038,74.49339935,24,1.132,90.48405896,22,2,42.28566808,2,4,38.86757528,2,0.003,90.48405896,2,3.1,67.2250107,-7.4,4.638817051,1.1,4.638817051,-18.9,4.638817051,0,32.98543802,-1.74,36.8,272.674,0,NA,NA,NA,NA,NA,NA,NA,NA,123.5,1002.676,NA,NA,NA,NA
1133,41.7813,-119.5063,2011-09-20,2011,NV,DOI,0.346,148.7831689,24,15.108,156.8633207,24,0.039,137.8132903,23,0.471,156.8633207,24,4.2,51.91928169,1,11,117.8447768,2,0.005,185.9600131,4,0.9,58.25936,16.6,9.611626878,23,8.127041206,5.3,8.127041206,0,8.127041206,-0.41,NA,NA,NA,186,733.804,2,0.237,542.532,0,NA,NA,NA,NA,0.071,214.936,83,748.024
1148,36.0468,-112.1477,2011-10-25,2011,AZ,DOI,0.283,162.7001856,23,28.565,178.8746882,23,0.034,2.167214443,24,0.667,163.9502663,9,4.6,64.46571777,1,26,51.32029803,0,0.03,163.4302495,1,3.2,6.976496847,10.2,4.223495028,19.4,0.43975863,3.9,0.43975863,0,0.43975863,-2.68,51.171,320.596,0,258,320.596,0,0.297,370.282,0,NA,NA,NA,NA,0.162,304.073,94,942.618
1149,38.3881,-109.8658,2011-03-18,2011,UT,DOI,0.375,84.50418411,24,1.609,115.8109471,23,0.052,5.423827337,24,1.862,126.7840874,24,6.1,84.50254113,1,21,84.50254113,0,0.006,199.7261262,4,2.2,26.0864804,1.1,32.90213046,7.8,5.524814679,0.6,5.524814679,0,5.524814679,-0.9,38.5,816.875,2,234,461.209,0,0.168,554.543,1,NA,NA,NA,NA,0.071,172.528,NA,NA
1151,35.9075,-105.0125,2011-11-04,2011,NM,DOI,0.45,102.7705254,24,19.438,103.4375617,24,0.026,63.11815236,24,0.737,103.4375617,24,3.2,55.30882261,1,19,45.84848306,1,0.002,190.4356201,1,7.4,18.96602194,3.3,30.86422338,18.3,7.989868706,-5.6,7.989868706,0,17.89669835,-3.62,42.771,1026.415,1,225,407.237,0,0.444,758.086,0,NA,NA,NA,NA,NA,NA,NA,NA
1156,40.7048,-122.6381,2011-07-04,2011,CA,DOI,0.061,77.82229399,23,4.261,77.82229399,23,0.031,12.41827188,24,0.088,80.83077571,24,4.4,12.42494848,2,44,13.91321403,0,0.003,77.82229399,2,1.5,22.03774365,22.8,10.38746702,35.2,4.082287955,19.7,4.082287955,0,4.082287955,4.33,57,121.073,0,198,789.526,0,0.287,523.652,1,NA,NA,NA,NA,0.076,152.601,NA,NA
1157,46.4167,-112.7542,2011-07-04,2011,MT,DOI,0.2,235.8390252,2,2.609,146.0052816,23,0.04,47.19758809,24,0.087,198.5478074,23,11.375,31.09749654,0,42,31.09749654,0,0.007,396.2095132,2,2.2,33.54056157,12.4,21.87346189,28.9,21.55022154,8.9,21.55022154,0,21.55022154,3.49,43.8,362.49,0,198,908.179,0,0.287,904.654,1,NA,NA,NA,NA,0.073,589.423,NA,NA
1158,48.2436,-118.3128,2011-06-15,2011,WA,DOI,0.508,58.19341242,24,5.205,193.0927298,22,0.028,56.00653354,24,0.542,191.0544635,24,1.8,56.52128521,1,9,28.05430255,0,0.009,604.3706286,1,2.6,44.9009341,7.1,8.203978445,11.1,8.203978445,3.9,8.203978445,0,26.42160805,3.83,38.4,892.218,1,241,1104.039,0,0.438,984.817,0,NA,NA,NA,NA,0.074,608.306,NA,NA
1159,48.2436,-118.3128,2011-06-20,2011,WA,DOI,0.567,58.19341242,24,5.526,193.0927298,19,0.029,56.00653354,23,1.752,191.0544635,23,1.7,56.52128521,3,9,28.05430255,0,0.019,604.3706286,0,2.5,44.9009341,12.8,8.203978445,17.2,8.203978445,8.3,8.203978445,0.8,6.441543241,3.83,NA,NA,NA,176,1092.623,0,0.267,984.817,0,NA,NA,NA,NA,0.073,606.169,150,1124.267
1160,48.2436,-118.3128,2011-09-23,2011,WA,DOI,0.783,58.19341242,24,3.379,193.0927298,24,0.038,56.00653354,24,0.467,191.0544635,24,7,56.52128521,1,23,28.05430255,0,0.014,604.3706286,1,1.9,44.9009341,18.8,8.203978445,25.6,8.203978445,13.9,8.203978445,0,26.42160805,-1.11,NA,NA,NA,203,1104.039,0,0.43,984.817,0,NA,NA,NA,NA,0.072,649.101,NA,NA
1161,48.2436,-118.3128,2011-07-08,2011,WA,DOI,0.158,277.8772462,24,5.333,193.0927298,24,0.029,56.00653354,23,0.457,191.0544635,23,2.9,56.52128521,0,10,28.05430255,0,0.018,604.3706286,0,4.3,44.9009341,10.9,8.203978445,17.2,8.203978445,5.6,8.203978445,0,6.441543241,3.94,38.225,683.129,0,329,1067.678,0,0.301,984.817,0,NA,NA,NA,NA,0.071,582.794,NA,NA
1162,48.2436,-118.3128,2011-10-29,2011,WA,DOI,0.933,58.19341242,24,2.987,193.0927298,24,0.039,189.2708303,24,1.4,191.0544635,23,11.621,56.52128521,0,25,28.05430255,0,0.049,604.3706286,1,1,44.9009341,2.7,8.203978445,8.3,8.203978445,-1.7,8.203978445,1,27.23655719,-1.19,38.958,827.926,0,156,658.734,0,0.199,984.817,1,NA,NA,113.8,1091.339,0.071,807.84,NA,NA
1163,48.2436,-118.3128,2011-07-01,2011,WA,DOI,0.458,58.19341242,24,8.746,193.0927298,24,0.033,56.00653354,24,1.075,191.0544635,24,6.1,56.52128521,1,10,28.05430255,0,0.007,604.3706286,1,1.9,44.9009341,12.1,8.203978445,17.8,8.203978445,4.4,8.203978445,0,26.42160805,3.94,38.2,683.129,1,151,1104.039,0,0.218,984.817,0,NA,NA,NA,NA,0.071,599.562,118,1124.267
1164,48.2436,-118.3128,2011-07-04,2011,WA,DOI,0.2,58.19341242,2,6.458,193.0927298,24,0.041,56.00653354,23,1.47,191.0544635,23,6.9,56.52128521,1,19,28.05430255,0,0.007,604.3706286,2,1.4,44.9009341,16.6,8.203978445,23.3,8.203978445,9.4,8.203978445,0,27.23655719,3.94,43.8,577.423,0,198,1088.04,0,0.287,984.817,1,NA,NA,NA,NA,0.076,660.72,NA,NA
1165,48.3441,-119.3268,2011-07-04,2011,WA,DOI,0.2,100.4623712,2,6.458,146.075172,24,0.041,101.3537192,23,1.47,148.1755344,23,6.9,9.638892169,1,19,66.75894442,0,0.007,636.6465646,2,4,11.88315374,12.7,11.39796357,18.3,11.39796357,5.8,11.39796357,0,11.39796357,4.41,43.8,610.988,0,198,1112.061,0,0.287,993.474,1,NA,NA,NA,NA,0.076,659.204,NA,NA
1166,48.3441,-119.3268,2011-07-04,2011,WA,DOI,0.2,100.4623712,2,6.458,146.075172,24,0.041,101.3537192,23,1.47,148.1755344,23,6.9,9.638892169,1,19,66.75894442,0,0.007,636.6465646,2,4,11.88315374,12.7,11.39796357,18.3,11.39796357,5.8,11.39796357,0,11.39796357,4.41,43.8,610.988,0,198,1112.061,0,0.287,993.474,1,NA,NA,NA,NA,0.076,659.204,NA,NA
1167,48.3375,-119.3138,2011-09-30,2011,WA,DOI,0.867,99.72110671,24,8,146.693968,16,0.036,100.6365946,23,1.535,148.5811275,23,7.2,10.37128026,0,34,66.27695474,0,0.061,635.9236385,0,1.9,12.63201846,13.4,10.85999441,17.9,10.85999441,10.2,10.85999441,2.5,10.85999441,-0.55,NA,NA,NA,194,1104.205,0,0.389,992.98,0,NA,NA,NA,NA,0.078,628.613,108,1149.247
1168,48.3481,-119.3066,2011-11-03,2011,WA,DOI,1.242,99.77067952,24,4.075,146.9903759,24,0.014,149.1427093,23,0.604,149.1427093,23,8.738,10.39665944,0,32,65.79242965,0,0.007,636.3153304,2,2.1,12.40366958,-1.6,10.44830046,0.5,10.44830046,-3.8,10.44830046,2.5,10.44830046,-0.92,51.696,152.914,0,1994,711.191,0,0.444,993.69,1,NA,NA,NA,NA,NA,NA,104,751.977
1171,40.8087,-108.9561,2010-06-15,2010,CO,DOI,0.379,122.4627846,24,2.304,46.62679691,23,0.045,24.11123014,23,1.14,78.20308039,5,13,50.9655485,1,4,48.77561213,0,0.013,164.5833164,2,1.8,38.75257737,18.3,7.971855774,21.7,5.619894337,6.7,5.619894337,0,5.619894337,-0.07,NA,NA,NA,318,565.982,1,0.19,691.323,1,NA,NA,NA,NA,0.071,160.945,NA,NA
1172,47.3118,-116.9964,2010-07-11,2010,ID,DOI,0.333,30.76330853,24,0.542,34.19584091,24,0.03,26.02562299,23,0.605,249.1125202,21,15.833,19.93917535,0,19,30.31472235,2,0.005,328.0245672,2,2.6,29.83792911,22.4,22.73093161,31.7,18.03663444,9.4,18.03663444,0,1.970337109,2.27,44.2,1717.495,2,303,1023.299,2,0.33,922.453,1,NA,NA,NA,NA,0.074,558.449,NA,NA
1174,37.042,-107.121,2010-06-25,2010,CO,DOI,0.1,28.76657153,21,1.391,26.99651448,23,0.045,26.99651448,23,0.542,51.7236476,24,4.7,28.76657153,0,24,16.8215135,0,0.015,214.1119732,0,2.5,35.92728055,22.1,16.31540469,31.1,9.932552004,10.6,9.932552004,0.3,9.932552004,-0.07,41,562.245,3,158,391.375,0,0.266,532.609,0,NA,NA,NA,NA,0.083,198.106,84,347.816
1175,37.043,-107.117,2010-06-23,2010,CO,DOI,0.104,28.96576449,24,0.955,27.11419341,22,0.065,27.11419341,22,0.333,51.95381641,24,5.1,28.96576449,1,25,16.67760467,0,0.015,213.9300122,2,1.9,36.13023404,21.4,16.3995124,32.2,9.837174794,-0.6,9.837174794,0,9.837174794,-0.07,NA,NA,NA,245,142.473,0,0.57,657.475,0,NA,NA,NA,NA,0.071,27.114,84.7,893.438
1191,48.235,-118.8319,2010-12-31,2010,WA,DOI,0.871,76.90001684,24,6.013,169.3184792,24,0.011,167.6741652,24,0.692,167.6741652,24,23.2,33.60116229,1,10,47.71849736,1,0.052,292.0987162,3,2,35.14247093,-13.9,14.32134259,-10.3,14.32134259,-16.9,14.32134259,5.1,14.32134259,2.95,36.3,78.31,0,524,1248.272,1,0.51,984.756,0,NA,NA,NA,NA,NA,NA,NA,NA
1192,48.2396,-118.827,2010-12-30,2010,WA,DOI,0.625,76.87129327,24,6.258,169.5148831,24,0.019,167.9733096,23,0.587,167.9733096,23,23.2,33.70582732,0,10,47.37317954,0,0.052,292.4818244,2,5.2,35.20366448,-13.8,14.31387396,-11.8,14.31387396,-17.2,14.31387396,5.1,14.31387396,2.95,36.3,78.27,1,524,1248.424,0,1.03,985.066,0,NA,NA,NA,NA,NA,NA,NA,NA
1193,48.2396,-118.827,2010-12-31,2010,WA,DOI,0.871,76.87129327,24,6.013,169.5148831,24,0.011,167.9733096,24,0.692,167.9733096,24,23.2,33.70582732,1,10,47.37317954,1,0.052,292.4818244,3,2,35.20366448,-13.9,14.31387396,-10.3,14.31387396,-16.9,14.31387396,5.1,14.31387396,2.95,36.3,78.27,0,524,1248.424,1,0.51,985.066,0,NA,NA,NA,NA,NA,NA,NA,NA
1194,48.2372,-118.8222,2010-11-30,2010,WA,DOI,0.762,76.59611017,24,7.267,169.749899,24,0.014,168.1450346,23,0.4,168.1450346,23,3.5,33.96976203,0,12,47.25129271,0,0.003,292.5268508,2,0.9,35.47525114,-5.1,14.59032681,-1.6,14.59032681,-6.6,14.59032681,5.1,14.59032681,2.88,38.417,732.663,0,208,1111.816,1,0.16,984.892,1,NA,NA,NA,NA,NA,NA,NA,NA
1195,48.2372,-118.8222,2010-11-30,2010,WA,DOI,0.762,76.59611017,24,7.267,169.749899,24,0.014,168.1450346,23,0.4,168.1450346,23,3.5,33.96976203,0,12,47.25129271,0,0.003,292.5268508,2,0.9,35.47525114,-5.1,14.59032681,-1.6,14.59032681,-6.6,14.59032681,5.1,14.59032681,2.88,38.417,732.663,0,208,1111.816,1,0.16,984.892,1,NA,NA,NA,NA,NA,NA,NA,NA
1196,48.235,-118.8319,2010-12-31,2010,WA,DOI,0.871,76.90001684,24,6.013,169.3184792,24,0.011,167.6741652,24,0.692,167.6741652,24,23.2,33.60116229,1,10,47.71849736,1,0.052,292.0987162,3,2,35.14247093,-13.9,14.32134259,-10.3,14.32134259,-16.9,14.32134259,5.1,14.32134259,2.95,36.3,78.31,0,524,1248.272,1,0.51,984.756,0,NA,NA,NA,NA,NA,NA,NA,NA
1197,48.237,-118.8325,2010-06-29,2010,WA,DOI,0.362,76.9950079,24,7.15,169.2785056,22,0.033,77.44850241,23,0.478,167.6825158,23,3.8,33.52785276,0,20,47.68045986,0,0.023,292.1744374,2,2.9,35.05590348,11.6,14.21594023,16.6,14.21594023,5.2,14.21594023,0,14.21594023,2.13,41,1090.403,1,169,1089.478,2,0.81,984.896,1,NA,NA,NA,NA,0.073,346.634,NA,NA
1198,48.2428,-118.832,2010-09-30,2010,WA,DOI,0.467,77.18310494,24,1.217,98.92129556,23,0.025,77.57094092,24,0.771,167.8071529,24,8.4,33.41513648,0,23,47.47991804,0,0.003,292.4687457,1,5,34.899715,12.7,13.9977529,17.3,13.9977529,7.3,13.9977529,0,13.9977529,2.55,37.833,840.609,0,305,1024.972,0,0.59,985.296,0,NA,NA,NA,NA,0.079,205.783,166,1133.885
1199,48.2395,-118.833,2010-06-25,2010,WA,DOI,0.479,77.10408724,24,4.588,169.2401656,24,0.034,77.53181876,23,0.983,167.7042595,23,2.9,33.4476766,0,12,47.62316216,0,0.018,292.2774718,0,4,34.95852754,13.8,14.09434228,19.5,14.09434228,9.3,14.09434228,0,14.09434228,2.13,41,1090.577,3,158,1112.144,0,0.32,985.069,0,NA,NA,NA,NA,0.071,541.202,84,1133.697
1200,48.2395,-118.833,2010-06-23,2010,WA,DOI,0.388,77.10408724,24,5.3,169.2401656,5,0.026,77.53181876,23,2.1,167.7042595,23,6.7,33.4476766,0,19,47.62316216,0,0.018,292.2774718,2,2.2,34.95852754,12.8,14.09434228,19.2,14.09434228,8.7,14.09434228,5.1,14.09434228,2.13,NA,NA,NA,245,1107.333,0,0.57,985.069,0,NA,NA,NA,NA,0.071,605.403,84.7,1815.106
1201,48.2395,-118.833,2010-10-17,2010,WA,DOI,0.6,77.10408724,24,6.188,169.2401656,24,0.006,167.7042595,23,3.295,167.7042595,21,15.4,33.4476766,0,15,47.62316216,0,0.005,292.2774718,0,2.7,34.95852754,3.1,14.09434228,7.2,14.09434228,0.3,14.09434228,0,14.09434228,2.65,35.042,129.871,1,158,1079.887,2,0.707,1546.002,0,NA,NA,NA,NA,0.072,942.864,NA,NA
1202,48.2395,-118.833,2010-10-29,2010,WA,DOI,1.058,77.10408724,24,7.367,169.2401656,24,0.01,167.7042595,23,0.526,167.7042595,23,14.3,33.4476766,0,9,47.62316216,0,0.005,292.2774718,0,1.2,34.95852754,1,14.09434228,2.2,14.09434228,0,14.09434228,5.1,14.09434228,2.65,NA,NA,NA,171,1317.488,0,0.203,1243.634,0,NA,NA,NA,NA,NA,NA,93,1133.697
1203,48.237,-118.8325,2010-11-19,2010,WA,DOI,0.783,76.9950079,24,6.1,169.2785056,24,0.017,167.6825158,24,0.458,167.6825158,24,3.9,33.52785276,0,10,47.68045986,0,0.038,292.1744374,3,6.1,35.05590348,-4.9,14.21594023,-3.7,14.21594023,-6.2,14.21594023,5.1,14.21594023,2.88,36.2,980.311,0,807,703.302,0,0.4,984.896,1,NA,NA,NA,NA,NA,NA,NA,NA
1204,48.2462,-118.8615,2010-07-03,2010,WA,DOI,0.321,78.46789193,24,0.708,100.2874266,24,0.024,78.92359874,23,1,166.5549953,22,5.3,32.05540834,0,7,48.59864435,0,0.023,291.6535716,2,2.8,33.57636014,8.7,12.76855819,14.4,12.76855819,3.6,12.76855819,0,12.76855819,2.51,42.1,592.457,1,169,1090.27,2,0.74,985.583,1,NA,NA,NA,NA,0.071,806.413,109,1134.665
1205,47.3118,-117.007,2009-09-11,2009,ID,DOI,0.488,30.44905008,24,15.846,265.9426758,24,0.028,25.54896619,24,7.035,248.6181566,23,18.5,20.43620648,0,27,30.03606256,1,0.001,575.7920591,1,1.3,29.58884765,19,22.74991291,27.2,17.56335651,8.3,17.56335651,0,2.467342591,-1.64,NA,NA,NA,234,1018.368,1,0.37,922.416,0,NA,NA,NA,NA,0.072,451.558,NA,NA
1206,45.7887,-116.3119,2009-11-04,2009,ID,DOI,0.813,131.9251864,23,7.625,304.8184418,24,0.007,217.4620851,24,0.875,273.2966872,24,23.3,91.78951926,1,25,121.629877,1,0.005,502.6326235,5,1.6,42.28541153,4.9,10.83752614,16.7,10.83752614,-1.7,10.83752614,0,12.85392225,-1.43,41.75,106.402,0,191,909.202,0,0.39,821.015,0,NA,NA,111.2,911.418,0.073,570.612,77,931.608
1207,36.1231,-115.4642,2009-06-25,2009,NV,DOI,0.296,19.63388497,24,3.667,16.22156913,24,0.036,8.127080568,24,0.846,111.0510706,13,7.2,19.63388497,1,18,8.127080568,0,0.01,173.0154973,1,0.8,12.75643119,27.9,2.232750604,33.9,2.232750604,20.6,2.232750604,0,3.776100132,-2.65,NA,NA,NA,167,244.992,1,0.52,212.835,0,NA,NA,NA,NA,0.071,81.594,NA,NA
1208,39.5434,-107.2982,2009-04-22,2009,CO,DOI,0.404,75.3031206,23,3.333,171.6618953,24,0.058,37.10838114,23,0.517,152.4604912,23,4,75.30017069,0,27,25.83657479,0,0.005,123.0446967,3,2.5,22.87341186,10.4,6.628963261,22.8,2.022389559,1.7,2.022389559,0,1.537770679,0.19,37.8,750.799,3,220,613.243,2,0.23,714.078,0,NA,NA,NA,NA,0.071,513.138,NA,NA
1209,36.4743,-113.9022,2009-05-27,2009,AZ,DOI,0.392,68.29058973,24,3.083,47.60849256,24,0.034,24.69970395,24,0,201.3493024,23,5.033,65.10932159,0,15,24.69970395,0,0.01,251.0829699,2,2,74.32703296,27.7,5.301321951,35.6,5.301321951,21.1,5.301321951,0,23.8025287,-2.17,37.75,262.092,0,NA,NA,NA,0.69,296.431,0,NA,NA,NA,NA,0.072,141.678,83,273.874
1210,39.5563,-110.2902,2009-09-15,2009,UT,DOI,0.264,87.3651866,22,1.286,47.13477197,21,0.04,47.13477197,21,4.458,122.1371208,24,4.6,83.0982966,1,17,87.3651866,0,0.008,282.0732882,1,2.5,25.03145703,3.6,3.700495474,10,3.700495474,1.1,3.700495474,7.6,5.318765026,-3.19,NA,NA,NA,204,559.702,1,0.25,581.852,0,NA,NA,NA,NA,0.071,272.452,92,453.916
1211,35.1415,-119.781,2009-11-09,2009,CA,DOI,0.204,39.49350696,23,17.609,38.08583157,23,0.023,20.78195907,23,0.217,45.09406156,23,28.167,39.49350696,0,25,45.09406156,0,0.012,44.3474236,0,1.2,41.35939641,15.3,3.153909072,23.3,3.153909072,8.9,3.153909072,0,14.6473134,0.12,37.471,138.768,0,343,207.761,2,0.39,119.765,0,NA,NA,NA,NA,0.071,190.628,102,523.847
1212,43.345,-120.688,2009-11-09,2009,OR,DOI,0.371,129.6813239,24,9.542,176.3386398,24,0.014,176.3386398,24,1.738,176.3386398,24,6.8,58.7210017,0,10,94.01802797,0,0.005,255.2552531,0,0.5,36.40868821,0.6,9.503703214,5.6,9.503703214,-5.6,9.503703214,0,14.07285635,-1.77,38.6,132.056,0,343,376.107,2,0.39,659.769,0,NA,NA,NA,NA,0.071,722.834,102,868.955
1213,32.0904,-104.2795,2009-06-18,2009,NM,DOI,0.021,121.544396,24,2.5,20.05732775,24,0.044,11.22545109,24,0.542,126.6436877,24,7.6,115.042897,0,17,80.61375352,0,0.019,126.6436877,0,3.7,16.86887137,21.1,33.2915644,36.7,11.35871679,18.3,11.35871679,0,11.35871679,-2.98,NA,NA,NA,194,697.234,1,0.701,440.071,0,NA,NA,NA,NA,0.08,655.451,NA,NA
1214,32.6345,-103.8487,2009-05-20,2009,NM,DOI,0.367,156.2825601,24,2.875,29.86254118,24,0.06,29.8814747,24,0,36.16189487,24,7.8,104.0041091,1,19,42.7335093,1,0.019,159.1984242,1,4.1,31.68317949,15.1,75.30058067,31.1,17.99502564,12.8,17.99502564,0,16.16719863,-3.37,37.25,835.948,3,243,678.6,1,0.41,833.817,0,NA,NA,NA,NA,0.072,29.881,NA,NA
1215,32.0992,-104.4655,2009-05-20,2009,NM,DOI,0.038,111.1290446,24,2.875,22.77502747,24,0.062,5.662441117,24,0,52.41878697,24,10.9,119.0578975,1,19,89.60989383,1,0.019,115.8689487,1,4.1,20.2532674,20,24.09714852,27.8,5.623786341,11.7,5.623786341,0,5.623786341,-3.37,37.25,808.44,3,243,645.696,1,0.41,806.094,0,NA,NA,NA,NA,0.071,5.662,NA,NA
1216,44.0712,-117.195,2009-06-25,2009,OR,DOI,0.141,53.3451596,23,4.7,53.3451596,20,0.04,53.3451596,22,0.152,53.3451596,23,5.4,46.35345962,1,29,46.35345962,0,0.005,382.3303337,5,4.4,9.711395923,21.7,17.64864802,30.6,6.67067898,13.3,6.67067898,0,6.67067898,0.85,NA,NA,NA,167,799.464,1,0.52,698.236,0,NA,NA,NA,NA,0.072,339.816,NA,NA
1217,40.8989,-106.4207,2009-09-30,2009,CO,DOI,0.142,73.75356567,24,2.174,99.24058489,23,0.039,62.58901207,24,0.039,99.24058489,23,2.4,51.784358,1,74,35.82370635,0,0.01,111.6353024,2,30.6,31.71720583,3.6,12.0319111,12.5,12.0319111,-5.3,12.0319111,22.9,12.0319111,2.14,37.917,768.563,1,207,610.4,0,0.26,802.026,0,NA,NA,NA,NA,0.072,772.736,NA,NA
1218,42.3472,-115.1575,2009-06-19,2009,ID,DOI,0.583,102.5184052,24,5.2,105.5770457,20,0.054,99.55999391,24,0.146,105.5770457,24,3.1,105.441368,1,23,102.9229695,0,0.006,391.9028987,1,4.9,35.49069192,16.2,6.028785272,25.6,6.028785272,10,6.028785272,0,20.45891246,1.47,NA,NA,NA,194,610.139,0,0.23,599.97,0,NA,NA,NA,NA,0.071,178.598,NA,NA
1223,40.5623,-108.3143,2009-05-25,2009,CO,DOI,0.308,104.4477786,24,2.696,78.5993092,23,0.04,52.80657993,24,0.495,78.5993092,22,4,85.45646847,0,5,67.90038436,0,0.002,185.1363976,0,1.9,41.95924703,8.8,27.71288551,17.2,11.9834735,8.3,11.9834735,8.4,11.9834735,0.28,37.75,675.321,2,NA,NA,NA,0.3,707.158,0,NA,NA,NA,NA,0.071,454.204,NA,NA
1224,39.6592,-106.847,2009-06-19,2009,CO,DOI,0.554,98.34642665,24,5.13,152.6597019,23,0.051,20.77288083,23,0.483,152.6597019,23,4.9,87.75325554,1,14,32.41783258,0,0.007,98.47085644,1,2,30.1867949,14.8,7.162606319,25.6,7.162606319,6.1,3.766021886,1.3,1.501553551,1.12,NA,NA,NA,194,666.366,0,0.23,739.016,0,NA,NA,NA,NA,0.071,60.613,NA,NA
