"Date","State","Lead","Type"
2011-11-23,"6",0.02,"Non-Fire Observations"
2011-11-23,"6",0.0072,"Non-Fire Observations"
2011-11-23,"6",0.005,"Non-Fire Observations"
2011-11-23,"6",0.004,"Non-Fire Observations"
2011-11-23,"6",0.0068,"Non-Fire Observations"
2011-11-23,"49",0.016,"Non-Fire Observations"
2011-11-23,"6",0.044,"Non-Fire Observations"
2011-11-23,"4",0.036,"Non-Fire Observations"
2011-11-23,"6",0.376,"Non-Fire Observations"
2011-11-23,"6",0.048,"Non-Fire Observations"
2011-11-23,"6",0.005,"Non-Fire Observations"
2011-11-23,"8",0.013,"Non-Fire Observations"
2011-11-23,"6",0.002,"Non-Fire Observations"
2011-11-23,"4",0.006,"Non-Fire Observations"
2011-11-23,"6",0.0049,"Non-Fire Observations"
2011-11-23,"6",0.016,"Non-Fire Observations"
2011-11-23,"6",0.0052,"Non-Fire Observations"
2011-11-23,"6",0.024,"Non-Fire Observations"
2011-11-23,"6",0.0015,"Non-Fire Observations"
2011-11-23,"6",0.006,"Non-Fire Observations"
2011-11-23,"6",0.006,"Non-Fire Observations"
2011-11-23,"6",0.006,"Non-Fire Observations"
2011-11-23,"6",0.359,"Non-Fire Observations"
2011-11-23,"41",0.031,"Non-Fire Observations"
2011-11-23,"4",0.036,"Non-Fire Observations"
2011-11-23,"4",0.002,"Non-Fire Observations"
2011-11-23,"6",0.036,"Non-Fire Observations"
2011-11-23,"6",0.0043,"Non-Fire Observations"
2011-11-23,"6",7e-04,"Non-Fire Observations"
2011-11-23,"6",0.0039,"Non-Fire Observations"
2011-11-23,"6",0.0082,"Non-Fire Observations"
2011-11-23,"6",0.049,"Non-Fire Observations"
2011-11-23,"4",0.002,"Non-Fire Observations"
2011-11-23,"6",0.009,"Non-Fire Observations"
2011-11-23,"6",0.006,"Non-Fire Observations"
2011-11-23,"6",0.0045,"Non-Fire Observations"
2011-11-23,"6",0.004,"Non-Fire Observations"
2011-11-25,"6",0.804,"Non-Fire Observations"
2011-11-26,"6",0.389,"Non-Fire Observations"
2011-11-26,"6",0.019,"Non-Fire Observations"
2011-12-03,"6",0.084,"Non-Fire Observations"
2011-12-04,"6",0.053,"Non-Fire Observations"
2011-12-06,"6",0.103,"Non-Fire Observations"
2011-12-09,"6",0.397,"Non-Fire Observations"
2011-12-10,"6",0.102,"Non-Fire Observations"
2011-12-11,"6",0.009,"Non-Fire Observations"
2011-12-11,"6",0.007,"Non-Fire Observations"
2011-12-11,"6",0.008,"Non-Fire Observations"
2011-12-11,"6",0.049,"Non-Fire Observations"
2011-12-11,"6",0.008,"Non-Fire Observations"
2011-12-11,"6",0.017,"Non-Fire Observations"
2011-12-11,"8",0.022,"Non-Fire Observations"
2011-12-11,"4",0.004,"Non-Fire Observations"
2011-12-11,"6",0.009,"Non-Fire Observations"
2011-12-11,"6",0.007,"Non-Fire Observations"
2011-12-11,"6",0.0028,"Non-Fire Observations"
2011-12-11,"6",0.008,"Non-Fire Observations"
2011-12-11,"4",0.004,"Non-Fire Observations"
2011-12-11,"6",0.041,"Non-Fire Observations"
2011-12-11,"6",0.025,"Non-Fire Observations"
2011-12-11,"6",0.011,"Non-Fire Observations"
2011-12-11,"6",0.025,"Non-Fire Observations"
2011-12-11,"49",0.079,"Non-Fire Observations"
2011-12-11,"6",0.005,"Non-Fire Observations"
2011-12-11,"41",0.004,"Non-Fire Observations"
2011-12-11,"6",0.008,"Non-Fire Observations"
2011-12-11,"6",0.052,"Non-Fire Observations"
2011-12-11,"4",0.003,"Non-Fire Observations"
2011-12-11,"8",0.004,"Non-Fire Observations"
2011-12-11,"6",0.005,"Non-Fire Observations"
2011-12-11,"8",0.005,"Non-Fire Observations"
2011-12-11,"4",0.053,"Non-Fire Observations"
2011-12-11,"6",0.006,"Non-Fire Observations"
2011-12-11,"6",0.005,"Non-Fire Observations"
2011-12-12,"6",0.017,"Non-Fire Observations"
2011-12-17,"6",0.013,"Non-Fire Observations"
2011-12-17,"6",0.006,"Non-Fire Observations"
2011-12-17,"6",0.011,"Non-Fire Observations"
2011-12-17,"6",0.0029,"Non-Fire Observations"
2011-12-17,"6",0.009,"Non-Fire Observations"
2011-12-17,"6",0.007,"Non-Fire Observations"
2011-12-17,"6",0.014,"Non-Fire Observations"
2011-12-17,"6",0.006,"Non-Fire Observations"
2011-12-17,"6",0.0056,"Non-Fire Observations"
2011-12-17,"6",0.009,"Non-Fire Observations"
2011-12-17,"6",0.072,"Non-Fire Observations"
2011-12-17,"6",0.005,"Non-Fire Observations"
2011-12-17,"6",0.022,"Non-Fire Observations"
2011-12-17,"6",0.0035,"Non-Fire Observations"
2011-12-17,"6",0.009,"Non-Fire Observations"
2011-12-17,"4",0.017,"Non-Fire Observations"
2011-12-17,"6",0.004,"Non-Fire Observations"
2011-12-17,"6",0.0051,"Non-Fire Observations"
2011-12-17,"6",0.004,"Non-Fire Observations"
2011-12-17,"8",0.039,"Non-Fire Observations"
2011-12-17,"49",0.07,"Non-Fire Observations"
2011-12-17,"6",0.022,"Non-Fire Observations"
2011-12-17,"6",0.0021,"Non-Fire Observations"
2011-12-17,"6",0.024,"Non-Fire Observations"
2011-12-17,"6",0.077,"Non-Fire Observations"
2011-12-17,"6",0.0063,"Non-Fire Observations"
2011-12-17,"6",0.019,"Non-Fire Observations"
2011-12-17,"41",0.003,"Non-Fire Observations"
2011-12-17,"4",0.002,"Non-Fire Observations"
2011-12-17,"6",0.01,"Non-Fire Observations"
2011-12-17,"4",0.02,"Non-Fire Observations"
2011-12-17,"6",0.055,"Non-Fire Observations"
2011-12-17,"6",0.005,"Non-Fire Observations"
2011-12-17,"4",0.03,"Non-Fire Observations"
2011-12-17,"6",0.006,"Non-Fire Observations"
2011-12-17,"6",0.007,"Non-Fire Observations"
2011-12-17,"8",0.01,"Non-Fire Observations"
2011-12-17,"49",0.073,"Non-Fire Observations"
2011-12-17,"41",0.003,"Non-Fire Observations"
2011-12-17,"8",0.008,"Non-Fire Observations"
2011-12-17,"6",0.003,"Non-Fire Observations"
2011-12-18,"6",0.037,"Non-Fire Observations"
2011-12-19,"6",0.05,"Non-Fire Observations"
2011-12-22,"6",0.069,"Non-Fire Observations"
2011-12-23,"4",0.092,"Non-Fire Observations"
2011-12-23,"6",0.004,"Non-Fire Observations"
2011-12-23,"6",0.015,"Non-Fire Observations"
2011-12-23,"6",0.019,"Non-Fire Observations"
2011-12-23,"8",0.007,"Non-Fire Observations"
2011-12-23,"6",0.004,"Non-Fire Observations"
2011-12-23,"6",0.124,"Non-Fire Observations"
2011-12-23,"6",0.011,"Non-Fire Observations"
2011-12-23,"8",0.013,"Non-Fire Observations"
2011-12-23,"41",0.006,"Non-Fire Observations"
2011-12-23,"6",0.004,"Non-Fire Observations"
2011-12-23,"49",0.017,"Non-Fire Observations"
2011-12-23,"6",0.012,"Non-Fire Observations"
2011-12-23,"6",0.005,"Non-Fire Observations"
2011-12-23,"6",0.0038,"Non-Fire Observations"
2011-12-23,"6",0.026,"Non-Fire Observations"
2011-12-23,"6",0.008,"Non-Fire Observations"
2011-12-23,"4",0.012,"Non-Fire Observations"
2011-12-23,"6",0.006,"Non-Fire Observations"
2011-12-23,"4",0.014,"Non-Fire Observations"
2011-12-23,"6",0.006,"Non-Fire Observations"
2011-12-23,"4",0.103,"Non-Fire Observations"
2011-12-23,"6",0.025,"Non-Fire Observations"
2011-12-23,"6",0.005,"Non-Fire Observations"
2011-12-23,"6",0.06,"Non-Fire Observations"
2011-12-23,"8",0.005,"Non-Fire Observations"
2011-12-23,"4",0.014,"Non-Fire Observations"
2011-12-24,"6",0.122,"Non-Fire Observations"
2011-12-24,"6",0.012,"Non-Fire Observations"
2011-12-25,"6",0.084,"Non-Fire Observations"
2011-12-26,"6",0.049,"Non-Fire Observations"
2011-12-26,"6",0.015,"Non-Fire Observations"
2011-12-28,"6",0.138,"Non-Fire Observations"
2011-12-29,"6",0.0092,"Non-Fire Observations"
2011-12-29,"6",0.02,"Non-Fire Observations"
2011-12-29,"6",0.022,"Non-Fire Observations"
2011-12-29,"53",0.03,"Non-Fire Observations"
2011-12-29,"6",0.013,"Non-Fire Observations"
2011-12-29,"6",0.007,"Non-Fire Observations"
2011-12-29,"6",0.014,"Non-Fire Observations"
2011-12-29,"6",0.0018,"Non-Fire Observations"
2011-12-29,"6",0.018,"Non-Fire Observations"
2011-12-29,"4",0.08,"Non-Fire Observations"
2011-12-29,"6",0.011,"Non-Fire Observations"
2011-12-29,"53",0.03,"Non-Fire Observations"
2011-12-29,"6",0.011,"Non-Fire Observations"
2011-12-29,"53",0.01,"Non-Fire Observations"
2011-12-29,"6",0.019,"Non-Fire Observations"
2011-12-29,"6",0.036,"Non-Fire Observations"
2011-12-29,"6",0.01,"Non-Fire Observations"
2011-12-29,"49",0.062,"Non-Fire Observations"
2011-12-29,"6",0.023,"Non-Fire Observations"
2011-12-29,"4",0.083,"Non-Fire Observations"
2011-12-29,"6",0.012,"Non-Fire Observations"
2011-12-29,"6",0.0023,"Non-Fire Observations"
2011-12-29,"6",0.016,"Non-Fire Observations"
2011-12-29,"6",0.013,"Non-Fire Observations"
2011-12-29,"49",0.061,"Non-Fire Observations"
2011-12-29,"6",0.0084,"Non-Fire Observations"
2011-12-29,"41",0.002,"Non-Fire Observations"
2011-12-29,"6",0.012,"Non-Fire Observations"
2011-12-29,"6",0.021,"Non-Fire Observations"
2011-12-29,"4",0.047,"Non-Fire Observations"
2011-12-29,"6",0.0065,"Non-Fire Observations"
2011-12-29,"6",0.06,"Non-Fire Observations"
2011-12-29,"4",0.049,"Non-Fire Observations"
2011-12-29,"6",0.018,"Non-Fire Observations"
2011-12-29,"6",0.007,"Non-Fire Observations"
2011-12-29,"16",0.001,"Non-Fire Observations"
2011-12-29,"4",0.083,"Non-Fire Observations"
2011-12-29,"6",0.071,"Non-Fire Observations"
2011-12-29,"41",0.003,"Non-Fire Observations"
2011-12-29,"6",0.012,"Non-Fire Observations"
2011-12-29,"6",0.024,"Non-Fire Observations"
2011-12-29,"6",0.01,"Non-Fire Observations"
2011-12-29,"16",0.001,"Non-Fire Observations"
2011-12-29,"32",0.009,"Non-Fire Observations"
2012-01-02,"6",0.139,"Non-Fire Observations"
2012-01-03,"6",0.159,"Non-Fire Observations"
2012-01-06,"6",0.303,"Non-Fire Observations"
2012-01-08,"6",0.069,"Non-Fire Observations"
2012-01-09,"6",0.216,"Non-Fire Observations"
2012-01-10,"6",0.016,"Non-Fire Observations"
2012-01-10,"6",0.007,"Non-Fire Observations"
2012-01-10,"6",0.005,"Non-Fire Observations"
2012-01-10,"6",0.008,"Non-Fire Observations"
2012-01-10,"6",0.009,"Non-Fire Observations"
2012-01-10,"6",0.125,"Non-Fire Observations"
2012-01-10,"6",0.007,"Non-Fire Observations"
2012-01-10,"6",0.0068,"Non-Fire Observations"
2012-01-10,"6",0.011,"Non-Fire Observations"
2012-01-10,"6",0.0082,"Non-Fire Observations"
2012-01-10,"8",0.013,"Non-Fire Observations"
2012-01-10,"6",0.0091,"Non-Fire Observations"
2012-01-10,"4",0.097,"Non-Fire Observations"
2012-01-10,"41",0.004,"Non-Fire Observations"
2012-01-10,"6",0.0083,"Non-Fire Observations"
2012-01-10,"6",0.006,"Non-Fire Observations"
2012-01-10,"41",0.041,"Non-Fire Observations"
2012-01-10,"16",0.004,"Non-Fire Observations"
2012-01-10,"6",0.013,"Non-Fire Observations"
2012-01-10,"53",0.11,"Non-Fire Observations"
2012-01-10,"41",0.003,"Non-Fire Observations"
2012-01-10,"6",0.031,"Non-Fire Observations"
2012-01-10,"6",0.005,"Non-Fire Observations"
2012-01-10,"4",0.094,"Non-Fire Observations"
2012-01-10,"4",0.053,"Non-Fire Observations"
2012-01-10,"6",0.0029,"Non-Fire Observations"
2012-01-10,"6",0.0098,"Non-Fire Observations"
2012-01-10,"35",0.003,"Non-Fire Observations"
2012-01-10,"6",0.006,"Non-Fire Observations"
2012-01-10,"8",0.01,"Non-Fire Observations"
2012-01-10,"53",0.02,"Non-Fire Observations"
2012-01-10,"6",0.019,"Non-Fire Observations"
2012-01-10,"6",0.031,"Non-Fire Observations"
2012-01-10,"6",0.008,"Non-Fire Observations"
2012-01-10,"6",0.0031,"Non-Fire Observations"
2012-01-10,"6",0.0037,"Non-Fire Observations"
2012-01-10,"8",0.01,"Non-Fire Observations"
2012-01-10,"4",0.053,"Non-Fire Observations"
2012-01-10,"32",0.004,"Non-Fire Observations"
2012-01-10,"6",0.008,"Non-Fire Observations"
2012-01-10,"6",0.028,"Non-Fire Observations"
2012-01-10,"6",0.011,"Non-Fire Observations"
2012-01-10,"6",0.0072,"Non-Fire Observations"
2012-01-10,"6",0.027,"Non-Fire Observations"
2012-01-10,"49",0.013,"Non-Fire Observations"
2012-01-10,"6",0.026,"Non-Fire Observations"
2012-01-10,"53",0.13,"Non-Fire Observations"
2012-01-10,"6",0.006,"Non-Fire Observations"
2012-01-10,"49",0.088,"Non-Fire Observations"
2012-01-10,"6",0.008,"Non-Fire Observations"
2012-01-10,"6",0.026,"Non-Fire Observations"
2012-01-10,"6",0.087,"Non-Fire Observations"
2012-01-10,"6",0.017,"Non-Fire Observations"
2012-01-10,"49",0.087,"Non-Fire Observations"
2012-01-10,"6",0.151,"Non-Fire Observations"
2012-01-10,"6",0.008,"Non-Fire Observations"
2012-01-10,"16",0.003,"Non-Fire Observations"
2012-01-11,"6",0.113,"Non-Fire Observations"
2012-01-14,"6",0.064,"Non-Fire Observations"
2012-01-16,"53",0,"Non-Fire Observations"
2012-01-16,"4",0.05,"Non-Fire Observations"
2012-01-16,"8",0.018,"Non-Fire Observations"
2012-01-16,"41",0.001,"Non-Fire Observations"
2012-01-16,"6",0.001,"Non-Fire Observations"
2012-01-16,"6",0.002,"Non-Fire Observations"
2012-01-16,"6",0.001,"Non-Fire Observations"
2012-01-16,"6",0.014,"Non-Fire Observations"
2012-01-16,"35",0.001,"Non-Fire Observations"
2012-01-16,"6",0.006,"Non-Fire Observations"
2012-01-16,"32",0.003,"Non-Fire Observations"
2012-01-16,"8",0.003,"Non-Fire Observations"
2012-01-16,"6",0.02,"Non-Fire Observations"
2012-01-16,"4",0.106,"Non-Fire Observations"
2012-01-16,"6",0.001,"Non-Fire Observations"
2012-01-16,"6",0.001,"Non-Fire Observations"
2012-01-16,"8",0.005,"Non-Fire Observations"
2012-01-16,"4",0.016,"Non-Fire Observations"
2012-01-16,"6",0.003,"Non-Fire Observations"
2012-01-16,"6",0.004,"Non-Fire Observations"
2012-01-16,"6",0.016,"Non-Fire Observations"
2012-01-16,"4",0.109,"Non-Fire Observations"
2012-01-16,"6",0.0016,"Non-Fire Observations"
2012-01-16,"6",0.018,"Non-Fire Observations"
2012-01-16,"6",0.057,"Non-Fire Observations"
2012-01-16,"6",0.001,"Non-Fire Observations"
2012-01-16,"6",0.055,"Non-Fire Observations"
2012-01-16,"6",0.004,"Non-Fire Observations"
2012-01-16,"16",0.001,"Non-Fire Observations"
2012-01-16,"41",0.097,"Non-Fire Observations"
2012-01-16,"49",0.002,"Non-Fire Observations"
2012-01-16,"49",0.01,"Non-Fire Observations"
2012-01-16,"6",0.003,"Non-Fire Observations"
2012-01-16,"6",0.017,"Non-Fire Observations"
2012-01-16,"6",0.002,"Non-Fire Observations"
2012-01-22,"6",0.0054,"Non-Fire Observations"
2012-01-22,"53",0,"Non-Fire Observations"
2012-01-22,"6",0.0035,"Non-Fire Observations"
2012-01-22,"6",0.0017,"Non-Fire Observations"
2012-01-22,"6",0.011,"Non-Fire Observations"
2012-01-22,"6",0.004,"Non-Fire Observations"
2012-01-22,"6",7e-04,"Non-Fire Observations"
2012-01-22,"41",0,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"6",0.004,"Non-Fire Observations"
2012-01-22,"6",0.049,"Non-Fire Observations"
2012-01-22,"49",0.02,"Non-Fire Observations"
2012-01-22,"6",0.0038,"Non-Fire Observations"
2012-01-22,"8",0.002,"Non-Fire Observations"
2012-01-22,"4",0.029,"Non-Fire Observations"
2012-01-22,"16",0,"Non-Fire Observations"
2012-01-22,"6",7e-04,"Non-Fire Observations"
2012-01-22,"6",0,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"35",0.002,"Non-Fire Observations"
2012-01-22,"32",0.001,"Non-Fire Observations"
2012-01-22,"41",0.011,"Non-Fire Observations"
2012-01-22,"41",0.011,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"4",0.285,"Non-Fire Observations"
2012-01-22,"49",0.002,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"6",0.009,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"6",7e-04,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"6",0.0017,"Non-Fire Observations"
2012-01-22,"6",0.003,"Non-Fire Observations"
2012-01-22,"6",0.0033,"Non-Fire Observations"
2012-01-22,"6",0.021,"Non-Fire Observations"
2012-01-22,"6",0,"Non-Fire Observations"
2012-01-22,"6",0.018,"Non-Fire Observations"
2012-01-22,"8",0.002,"Non-Fire Observations"
2012-01-22,"6",0.0037,"Non-Fire Observations"
2012-01-22,"8",0.001,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"53",0,"Non-Fire Observations"
2012-01-22,"4",0.026,"Non-Fire Observations"
2012-01-22,"6",0.046,"Non-Fire Observations"
2012-01-22,"4",0.025,"Non-Fire Observations"
2012-01-22,"6",7e-04,"Non-Fire Observations"
2012-01-22,"6",0.002,"Non-Fire Observations"
2012-01-22,"6",0.0025,"Non-Fire Observations"
2012-01-22,"16",0,"Non-Fire Observations"
2012-01-22,"6",0.0041,"Non-Fire Observations"
2012-01-22,"4",0.286,"Non-Fire Observations"
2012-01-22,"49",0.021,"Non-Fire Observations"
2012-01-22,"6",0.048,"Non-Fire Observations"
2012-01-22,"6",0.016,"Non-Fire Observations"
2012-01-22,"6",0.025,"Non-Fire Observations"
2012-01-22,"6",0.012,"Non-Fire Observations"
2012-01-23,"6",0.019,"Non-Fire Observations"
2012-01-25,"41",0.003,"Non-Fire Observations"
2012-01-25,"6",0.072,"Non-Fire Observations"
2012-01-26,"6",0.138,"Non-Fire Observations"
2012-01-27,"6",0.057,"Non-Fire Observations"
2012-01-28,"53",0.01,"Non-Fire Observations"
2012-01-28,"41",0.018,"Non-Fire Observations"
2012-01-28,"8",0.017,"Non-Fire Observations"
2012-01-28,"6",0.016,"Non-Fire Observations"
2012-01-28,"6",0.059,"Non-Fire Observations"
2012-01-28,"6",0.008,"Non-Fire Observations"
2012-01-28,"6",0.002,"Non-Fire Observations"
2012-01-28,"6",0.002,"Non-Fire Observations"
2012-01-28,"32",0,"Non-Fire Observations"
2012-01-28,"8",0.007,"Non-Fire Observations"
2012-01-28,"6",0.006,"Non-Fire Observations"
2012-01-28,"6",0.013,"Non-Fire Observations"
2012-01-28,"4",0.02,"Non-Fire Observations"
2012-01-28,"35",0.003,"Non-Fire Observations"
2012-01-28,"6",0.003,"Non-Fire Observations"
2012-01-28,"6",0.017,"Non-Fire Observations"
2012-01-28,"6",0.002,"Non-Fire Observations"
2012-01-28,"6",0.001,"Non-Fire Observations"
2012-01-28,"41",0.018,"Non-Fire Observations"
2012-01-28,"8",0.007,"Non-Fire Observations"
2012-01-28,"4",0.022,"Non-Fire Observations"
2012-01-28,"4",0.052,"Non-Fire Observations"
2012-01-28,"49",0.063,"Non-Fire Observations"
2012-01-28,"53",0.005,"Non-Fire Observations"
2012-01-28,"16",0,"Non-Fire Observations"
2012-01-28,"6",0.003,"Non-Fire Observations"
2012-01-28,"6",0.002,"Non-Fire Observations"
2012-01-28,"6",0.002,"Non-Fire Observations"
2012-01-28,"6",7e-04,"Non-Fire Observations"
2012-01-28,"6",0.016,"Non-Fire Observations"
2012-01-28,"6",0.0029,"Non-Fire Observations"
2012-01-28,"6",0.0037,"Non-Fire Observations"
2012-01-28,"49",0.006,"Non-Fire Observations"
2012-01-28,"6",0.0038,"Non-Fire Observations"
2012-01-28,"6",0.009,"Non-Fire Observations"
2012-01-28,"4",0.01,"Non-Fire Observations"
2012-01-28,"6",0.006,"Non-Fire Observations"
2012-01-29,"6",0.109,"Non-Fire Observations"
2012-02-05,"6",0.067,"Non-Fire Observations"
2012-02-06,"6",0.014,"Non-Fire Observations"
2012-02-06,"6",0.046,"Non-Fire Observations"
2012-02-06,"41",0.001,"Non-Fire Observations"
2012-02-09,"53",0.05,"Non-Fire Observations"
2012-02-09,"41",0,"Non-Fire Observations"
2012-02-09,"8",0.007,"Non-Fire Observations"
2012-02-09,"6",0.085,"Non-Fire Observations"
2012-02-09,"6",0.105,"Non-Fire Observations"
2012-02-09,"41",0.003,"Non-Fire Observations"
2012-02-09,"8",0.019,"Non-Fire Observations"
2012-02-09,"6",0.006,"Non-Fire Observations"
2012-02-09,"6",0.005,"Non-Fire Observations"
2012-02-09,"6",0.064,"Non-Fire Observations"
2012-02-09,"6",0.007,"Non-Fire Observations"
2012-02-09,"6",0.096,"Non-Fire Observations"
2012-02-09,"6",0.006,"Non-Fire Observations"
2012-02-09,"35",0.002,"Non-Fire Observations"
2012-02-09,"6",0.084,"Non-Fire Observations"
2012-02-09,"16",0.005,"Non-Fire Observations"
2012-02-09,"4",0.049,"Non-Fire Observations"
2012-02-09,"6",0.005,"Non-Fire Observations"
2012-02-09,"6",0.006,"Non-Fire Observations"
2012-02-09,"4",0.489,"Non-Fire Observations"
2012-02-09,"6",0.018,"Non-Fire Observations"
2012-02-09,"8",0.006,"Non-Fire Observations"
2012-02-09,"6",0.011,"Non-Fire Observations"
2012-02-09,"49",0.112,"Non-Fire Observations"
2012-02-09,"4",0.472,"Non-Fire Observations"
2012-02-09,"6",0.018,"Non-Fire Observations"
2012-02-09,"6",0,"Non-Fire Observations"
2012-02-09,"6",0.005,"Non-Fire Observations"
2012-02-09,"6",0.009,"Non-Fire Observations"
2012-02-09,"32",0.003,"Non-Fire Observations"
2012-02-09,"6",0.002,"Non-Fire Observations"
2012-02-09,"6",0.004,"Non-Fire Observations"
2012-02-09,"6",0.02,"Non-Fire Observations"
2012-02-09,"6",0.004,"Non-Fire Observations"
2012-02-09,"6",0.02,"Non-Fire Observations"
2012-02-09,"53",0,"Non-Fire Observations"
2012-02-09,"6",0.0055,"Non-Fire Observations"
2012-02-09,"4",0.056,"Non-Fire Observations"
2012-02-09,"49",0.008,"Non-Fire Observations"
2012-02-10,"6",0.102,"Non-Fire Observations"
2012-02-11,"6",0.089,"Non-Fire Observations"
2012-02-12,"6",0.072,"Non-Fire Observations"
2012-02-12,"41",0.004,"Non-Fire Observations"
2012-02-12,"6",0.01,"Non-Fire Observations"
2012-02-13,"6",0.241,"Non-Fire Observations"
2012-02-14,"6",0.122,"Non-Fire Observations"
2012-02-18,"6",0.011,"Non-Fire Observations"
2012-02-18,"6",0.049,"Non-Fire Observations"
2012-02-19,"6",0.058,"Non-Fire Observations"
2012-02-20,"6",0.117,"Non-Fire Observations"
2012-02-21,"6",0.068,"Non-Fire Observations"
2012-02-21,"6",0.016,"Non-Fire Observations"
2012-02-21,"4",0.034,"Non-Fire Observations"
2012-02-21,"6",0.013,"Non-Fire Observations"
2012-02-21,"6",0.002,"Non-Fire Observations"
2012-02-21,"6",0.004,"Non-Fire Observations"
2012-02-21,"6",0.0031,"Non-Fire Observations"
2012-02-21,"8",0.005,"Non-Fire Observations"
2012-02-21,"6",0.083,"Non-Fire Observations"
2012-02-21,"8",0.004,"Non-Fire Observations"
2012-02-21,"6",0.008,"Non-Fire Observations"
2012-02-21,"6",0.017,"Non-Fire Observations"
2012-02-21,"16",0.004,"Non-Fire Observations"
2012-02-21,"8",0.011,"Non-Fire Observations"
2012-02-21,"6",0.007,"Non-Fire Observations"
2012-02-21,"6",0.014,"Non-Fire Observations"
2012-02-21,"49",0.004,"Non-Fire Observations"
2012-02-21,"53",0,"Non-Fire Observations"
2012-02-21,"6",0.036,"Non-Fire Observations"
2012-02-21,"6",0.016,"Non-Fire Observations"
2012-02-21,"4",0.123,"Non-Fire Observations"
2012-02-21,"6",0.002,"Non-Fire Observations"
2012-02-21,"32",0.005,"Non-Fire Observations"
2012-02-21,"6",0.006,"Non-Fire Observations"
2012-02-21,"6",0.024,"Non-Fire Observations"
2012-02-21,"6",0.018,"Non-Fire Observations"
2012-02-21,"41",0.057,"Non-Fire Observations"
2012-02-21,"53",0,"Non-Fire Observations"
2012-02-21,"6",0.008,"Non-Fire Observations"
2012-02-21,"6",0.008,"Non-Fire Observations"
2012-02-21,"6",0.003,"Non-Fire Observations"
2012-02-21,"6",0.003,"Non-Fire Observations"
2012-02-21,"6",0.004,"Non-Fire Observations"
2012-02-21,"4",0.119,"Non-Fire Observations"
2012-02-21,"6",0.007,"Non-Fire Observations"
2012-02-21,"35",0.003,"Non-Fire Observations"
2012-02-21,"4",0.039,"Non-Fire Observations"
2012-02-21,"6",0.009,"Non-Fire Observations"
2012-02-21,"6",0.012,"Non-Fire Observations"
2012-02-21,"41",0,"Non-Fire Observations"
2012-02-21,"49",0.002,"Non-Fire Observations"
2012-02-22,"6",0.12,"Non-Fire Observations"
2012-02-24,"6",0.015,"Non-Fire Observations"
2012-02-24,"6",0.065,"Non-Fire Observations"
2012-02-26,"6",0.043,"Non-Fire Observations"
2012-02-29,"6",0.14,"Non-Fire Observations"
2012-03-02,"6",0.15,"Non-Fire Observations"
2012-03-03,"6",0.055,"Non-Fire Observations"
2012-03-04,"6",0.111,"Non-Fire Observations"
2012-03-04,"6",0.087,"Non-Fire Observations"
2012-03-04,"53",0,"Non-Fire Observations"
2012-03-04,"6",0.006,"Non-Fire Observations"
2012-03-04,"6",0.006,"Non-Fire Observations"
2012-03-04,"6",0.003,"Non-Fire Observations"
2012-03-04,"6",0.006,"Non-Fire Observations"
2012-03-04,"6",0.132,"Non-Fire Observations"
2012-03-04,"6",0.006,"Non-Fire Observations"
2012-03-04,"4",0.002,"Non-Fire Observations"
2012-03-04,"8",0.002,"Non-Fire Observations"
2012-03-04,"6",0.011,"Non-Fire Observations"
2012-03-04,"49",0.043,"Non-Fire Observations"
2012-03-04,"6",0.005,"Non-Fire Observations"
2012-03-04,"6",0.007,"Non-Fire Observations"
2012-03-04,"32",0.004,"Non-Fire Observations"
2012-03-04,"16",0,"Non-Fire Observations"
2012-03-04,"6",0.004,"Non-Fire Observations"
2012-03-04,"6",0.004,"Non-Fire Observations"
2012-03-04,"35",0.002,"Non-Fire Observations"
2012-03-04,"41",0.007,"Non-Fire Observations"
2012-03-04,"4",0.011,"Non-Fire Observations"
2012-03-04,"8",0.003,"Non-Fire Observations"
2012-03-04,"6",0.006,"Non-Fire Observations"
2012-03-04,"6",0.011,"Non-Fire Observations"
2012-03-04,"4",0.063,"Non-Fire Observations"
2012-03-04,"6",0.0032,"Non-Fire Observations"
2012-03-04,"6",0.087,"Non-Fire Observations"
2012-03-04,"53",0,"Non-Fire Observations"
2012-03-04,"6",0.006,"Non-Fire Observations"
2012-03-04,"6",0.005,"Non-Fire Observations"
2012-03-04,"6",0.004,"Non-Fire Observations"
2012-03-04,"8",0.007,"Non-Fire Observations"
2012-03-04,"6",0.038,"Non-Fire Observations"
2012-03-04,"6",0.003,"Non-Fire Observations"
2012-03-04,"6",0.004,"Non-Fire Observations"
2012-03-04,"4",0.013,"Non-Fire Observations"
2012-03-04,"6",0.004,"Non-Fire Observations"
2012-03-04,"4",0.025,"Non-Fire Observations"
2012-03-04,"6",0.0068,"Non-Fire Observations"
