"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",156,0.355160256410256,0.583821078389215,0.0625,0.592
"Non-Fire Observations","SO2",6170,0.41539341316844,0.743135840389921,0.0869565217391304,0.708035714285714
