"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",11,0.0333636363636364,0.0139375229310859,0.036,0.0165
"Non-Fire Observations","O3",30107,0.0348362730565649,0.0133335161207216,0.036458333,0.01795833
