"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",606,1.2387095709571,2.14184346291782,0.652,0.7495
"Non-Fire Observations","SO2",3811,2.67503938666016,4.0614762596552,1.29166666666667,2.60833333333333
