"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","SO2",106,2.4588679245283,3.76246599750615,1.0295,2.23225
"Non-Fire Observations","SO2",5334,2.63286118189768,3.89584760063024,1.28297101449275,2.39221014492754
