"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","CO",11,0.569727272727273,0.319539697348887,0.679,0.4345
"Non-Fire Observations","CO",16405,0.447569757983732,0.342589405365415,0.358333333333333,0.366666666666667
