"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",82,0.403207317073171,0.215680876388303,0.367,0.2995
"Non-Fire Observations","CO",22555,0.451150029252471,0.345483518055935,0.3583333,0.37491665
