"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",1487,3.37752521856086,3.58285727958441,2.478,3.154
"Non-Fire Observations","NO2",7965,1.59019491900993,1.53595317352832,1.20833333333333,1.71739130434783
