"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",79,0.0403037974683544,0.00918241690766365,0.039,0.0105
"Non-Fire Observations","O3",38723,0.038563513896426,0.00811693837241292,0.0387826086956522,0.0102916666666667
