"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",82,0.0372439024390244,0.00823506650765044,0.0375,0.00975
"Non-Fire Observations","O3",27997,0.0392476131292281,0.00801058460032907,0.039478261,0.01004167
