"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",135,1.29719259259259,1.21243988308451,1,1.3355
"Non-Fire Observations","SO2",6470,1.44342868862616,1.27500301590926,1.16666666666667,1.47916666666667
