"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","SO2",168,1.36265269461078,2.28816822599641,0.875,1.1545
"Non-Fire Observations","SO2",8610,1.53093047201816,1.33809349311529,1.20833333333333,1.57395833333333
