"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",117,0.0374102564102564,0.0116131271191446,0.037,0.014
"Non-Fire Observations","O3",80608,0.0343443585666223,0.0115322135112537,0.0349583333333333,0.0157083333333333
