"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",817,8.01265398773006,5.46900185504154,6.522,6.57
"Non-Fire Observations","NO2",145789,10.9528876490699,8.53474103714162,8.66666666666667,10.8458498023715
