"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","Lead",117,0.0235811965811966,0.04123779638002,0.011,0.024
"Non-Fire Observations","Lead",1058,0.0473062381852552,0.0776138227773841,0.018,0.044775
