"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",147,7.58202721088435,5.29585743241451,6.222,4.9315
"Non-Fire Observations","NO2",2978,8.69039573129988,8.94756416877636,6.27291666666667,5.51666666666667
