"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",267,7.96484269662921,5.48995852230838,6.433,4.7135
"Non-Fire Observations","NO2",1948,8.53938608087932,9.17266200314023,6.25,5.43333333333333
