"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","Lead",82,0.00791463414634146,0.00984221346618134,0.005,0.00675
"Non-Fire Observations","Lead",139,0.00323741007194245,0.00222822062568082,0.003,0.002
