"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",79,0.230101265822785,0.144016611838901,0.2,0.112
"Non-Fire Observations","CO",3917,0.158097543309174,0.142284352802805,0.145833333333333,0.156278982173913
