"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","CO",82,0.240292682926829,0.178363028874417,0.2,0.138
"Non-Fire Observations","CO",2785,0.159282966855829,0.137314684871022,0.15,0.151811594202898
