"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",129,0.360387596899225,0.182517007344415,0.348,0.204
"Non-Fire Observations","CO",18559,0.375599175794574,0.219863021801604,0.3291667,0.219021739130435
