"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",117,13.5240683760684,8.38105150357813,12.258,11.542
"Non-Fire Observations","NO2",15764,16.075401285051,9.38373095886902,14.3809523809524,13.8219696969697
