"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",119,0.264436974789916,0.240305125200338,0.2,0.3095
"Non-Fire Observations","CO",7105,0.317937510079955,0.276378788241458,0.252380952380952,0.316666666666667
