"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","CO",156,0.246703225806452,0.243474289268869,0.2,0.312
"Non-Fire Observations","CO",5209,0.318947401260489,0.27637071975414,0.25,0.3125
