"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","NO2",922,9.49764859002169,5.15002692993846,9.083,6.4215
"Non-Fire Observations","NO2",1628,9.45423577424135,4.80848978863155,8.44583333333333,6.80606060606064
