"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",297,6.02613804713805,5.29546564044389,4.083,6.58
"Non-Fire Observations","NO2",2376,9.62611979846173,4.71118367548586,8.80860507246377,6.55132575757575
